id,timestamp,datetime,user,log_user,uid,state,latitude,longitude,row
590,1653665540,20220527-153220,STD_v2_bcddc2cfcb68,,4,GPS,53.250689,-0.544531,
591,1653665572,20220527-153252,STD_v2_246f284a6c94,,2,GPS,53.250688,-0.544508,
592,1653665600,20220527-153320,STD_v2_bcddc2cfcb68,,4,GPS,53.250689,-0.544531,
593,1653665632,20220527-153352,STD_v2_246f284a6c94,,2,GPS,53.250688,-0.544497,
594,1653665660,20220527-153420,STD_v2_bcddc2cfcb68,,4,GPS,53.250672,-0.544561,
595,1653665695,20220527-153455,STD_v2_246f284a6c94,,2,GPS,53.250681,-0.544499,
596,1653665720,20220527-153520,STD_v2_bcddc2cfcb68,,4,GPS,53.250672,-0.544559,
597,1653665752,20220527-153552,STD_v2_246f284a6c94,,2,GPS,53.250682,-0.544499,
598,1653665780,20220527-153620,STD_v2_bcddc2cfcb68,,4,GPS,53.250675,-0.544544,
599,1653665813,20220527-153653,STD_v2_246f284a6c94,,2,GPS,53.250683,-0.544498,
600,1653665840,20220527-153720,STD_v2_bcddc2cfcb68,,4,GPS,53.250677,-0.544534,
601,1653665873,20220527-153753,STD_v2_246f284a6c94,,2,GPS,53.250684,-0.544499,
602,1653665900,20220527-153820,STD_v2_bcddc2cfcb68,,4,GPS,53.250677,-0.544533,
603,1653665933,20220527-153853,STD_v2_246f284a6c94,,2,GPS,53.250684,-0.544497,
604,1653665960,20220527-153920,STD_v2_bcddc2cfcb68,,4,GPS,53.250679,-0.544531,
605,1653665992,20220527-153952,STD_v2_246f284a6c94,,2,GPS,53.250685,-0.544495,
606,1653666020,20220527-154020,STD_v2_bcddc2cfcb68,,4,GPS,53.250681,-0.544526,
607,1653666052,20220527-154052,STD_v2_246f284a6c94,,2,GPS,53.250686,-0.544494,
608,1653666080,20220527-154120,STD_v2_bcddc2cfcb68,,4,GPS,53.250683,-0.544524,
609,1653666113,20220527-154153,STD_v2_246f284a6c94,,2,GPS,53.250686,-0.544495,
610,1653666140,20220527-154220,STD_v2_bcddc2cfcb68,,4,GPS,53.250711,-0.544536,
611,1653666173,20220527-154253,STD_v2_246f284a6c94,,2,GPS,53.250684,-0.544515,
612,1653666200,20220527-154320,STD_v2_bcddc2cfcb68,,4,GPS,53.250711,-0.544535,
613,1653666233,20220527-154353,STD_v2_246f284a6c94,,2,GPS,53.250685,-0.544514,
614,1653666260,20220527-154420,STD_v2_bcddc2cfcb68,,4,GPS,53.250711,-0.544535,
615,1653666292,20220527-154452,STD_v2_246f284a6c94,,2,GPS,53.250686,-0.544514,
616,1653666320,20220527-154520,STD_v2_bcddc2cfcb68,,4,GPS,53.250710,-0.544537,
617,1653666352,20220527-154552,STD_v2_246f284a6c94,,2,GPS,53.250686,-0.544498,
618,1653666380,20220527-154620,STD_v2_bcddc2cfcb68,,4,GPS,53.250710,-0.544538,
619,1653666415,20220527-154655,STD_v2_246f284a6c94,,2,GPS,53.250697,-0.544459,
620,1653666440,20220527-154720,STD_v2_bcddc2cfcb68,,4,GPS,53.250710,-0.544538,
621,1653666472,20220527-154752,STD_v2_246f284a6c94,,2,GPS,53.250691,-0.544456,
622,1653666500,20220527-154820,STD_v2_bcddc2cfcb68,,4,GPS,53.250700,-0.544573,
623,1653666533,20220527-154853,STD_v2_246f284a6c94,,2,GPS,53.250692,-0.544456,
624,1653666560,20220527-154920,STD_v2_bcddc2cfcb68,,4,GPS,53.250691,-0.544577,
625,1653666592,20220527-154952,STD_v2_246f284a6c94,,2,GPS,53.250692,-0.544455,
626,1653666620,20220527-155020,STD_v2_bcddc2cfcb68,,4,GPS,53.250687,-0.544603,
627,1653666652,20220527-155052,STD_v2_246f284a6c94,,2,GPS,53.250692,-0.544455,
628,1653666680,20220527-155120,STD_v2_bcddc2cfcb68,,4,GPS,53.250679,-0.544578,
629,1653666712,20220527-155152,STD_v2_246f284a6c94,,2,GPS,53.250692,-0.544455,
630,1653666740,20220527-155220,STD_v2_bcddc2cfcb68,,4,GPS,53.250676,-0.544643,
631,1653666773,20220527-155253,STD_v2_246f284a6c94,,2,GPS,53.250692,-0.544454,
632,1653666810,20220527-155330,STD_v2_bcddc2cfcb68,,4,GPS,53.250677,-0.544633,
633,1653666833,20220527-155353,STD_v2_246f284a6c94,,2,GPS,53.250693,-0.544454,
634,1653666860,20220527-155420,STD_v2_bcddc2cfcb68,,4,GPS,53.250684,-0.544590,
635,1653666892,20220527-155452,STD_v2_246f284a6c94,,2,GPS,53.250694,-0.544453,
636,1653666920,20220527-155520,STD_v2_bcddc2cfcb68,,4,GPS,53.250697,-0.544540,
637,1653666953,20220527-155553,STD_v2_246f284a6c94,,2,GPS,53.250695,-0.544453,
638,1653666980,20220527-155620,STD_v2_bcddc2cfcb68,,4,GPS,53.250722,-0.544514,
639,1653667013,20220527-155653,STD_v2_246f284a6c94,,2,GPS,53.250695,-0.544452,
640,1654075180,20220601-091940,STD_v2_246f284a6c94,,2,GPS,-1,-1,
641,1654075194,20220601-091954,STD_v2_246f284a6c94,,2,GPS,-1,-1,
642,1654075208,20220601-092008,STD_v2_246f284a6c94,,2,GPS,-1,-1,
643,1654075222,20220601-092022,STD_v2_246f284a6c94,,2,GPS,-1,-1,
644,1654075236,20220601-092036,STD_v2_246f284a6c94,,2,GPS,-1,-1,
645,1654075249,20220601-092049,STD_v2_246f284a6c94,,2,GPS,-1,-1,
646,1654075263,20220601-092103,STD_v2_246f284a6c94,,2,GPS,-1,-1,
647,1654075277,20220601-092117,STD_v2_246f284a6c94,,2,GPS,-1,-1,
648,1654075291,20220601-092131,STD_v2_246f284a6c94,,2,GPS,-1,-1,
649,1654075305,20220601-092145,STD_v2_246f284a6c94,,2,GPS,-1,-1,
650,1654075319,20220601-092159,STD_v2_246f284a6c94,,2,GPS,-1,-1,
651,1654075333,20220601-092213,STD_v2_246f284a6c94,,2,GPS,-1,-1,
652,1654075347,20220601-092227,STD_v2_246f284a6c94,,2,GPS,-1,-1,
653,1654075361,20220601-092241,STD_v2_246f284a6c94,,2,GPS,53.250757,-0.544509,
654,1654075402,20220601-092322,STD_v2_246f284a6c94,,2,GPS,53.250739,-0.544465,
655,1654075442,20220601-092402,STD_v2_246f284a6c94,,2,GPS,53.250738,-0.544464,
656,1654075482,20220601-092442,STD_v2_246f284a6c94,,2,GPS,53.250734,-0.544453,
657,1654075522,20220601-092522,STD_v2_246f284a6c94,,2,GPS,53.250756,-0.544432,
658,1654075562,20220601-092602,STD_v2_246f284a6c94,,2,GPS,53.250756,-0.544432,
659,1654075602,20220601-092642,STD_v2_246f284a6c94,,2,GPS,53.250718,-0.544440,
660,1654075642,20220601-092722,STD_v2_246f284a6c94,,2,GPS,53.250727,-0.544454,
661,1654075682,20220601-092802,STD_v2_246f284a6c94,,2,GPS,53.250730,-0.544455,
662,1654075722,20220601-092842,STD_v2_246f284a6c94,,2,GPS,53.250721,-0.544454,
663,1654075762,20220601-092922,STD_v2_246f284a6c94,,2,GPS,53.250721,-0.544454,
664,1654075803,20220601-093003,STD_v2_246f284a6c94,,2,GPS,53.250726,-0.544453,
665,1654075842,20220601-093042,STD_v2_246f284a6c94,,2,GPS,53.250740,-0.544467,
666,1654075882,20220601-093122,STD_v2_246f284a6c94,,2,GPS,53.250732,-0.544498,
667,1654075922,20220601-093202,STD_v2_246f284a6c94,,2,GPS,53.250732,-0.544498,
668,1654075962,20220601-093242,STD_v2_246f284a6c94,,2,GPS,53.250732,-0.544499,
669,1654076002,20220601-093322,STD_v2_246f284a6c94,,2,GPS,53.250731,-0.544498,
670,1654076042,20220601-093402,STD_v2_246f284a6c94,,2,GPS,53.250731,-0.544500,
671,1654076082,20220601-093442,STD_v2_246f284a6c94,,2,GPS,53.250731,-0.544500,
672,1654076122,20220601-093522,STD_v2_246f284a6c94,,2,GPS,53.250728,-0.544493,
673,1654076162,20220601-093602,STD_v2_246f284a6c94,,2,GPS,53.250724,-0.544488,
674,1654076321,20220601-093841,STD_v2_246f284a6c94,,2,GPS,-1,-1,
675,1654076334,20220601-093854,STD_v2_246f284a6c94,,2,GPS,-1,-1,
676,1654076348,20220601-093908,STD_v2_246f284a6c94,,2,GPS,-1,-1,
677,1654076362,20220601-093922,STD_v2_246f284a6c94,,2,GPS,-1,-1,
678,1654076376,20220601-093936,STD_v2_246f284a6c94,,2,GPS,-1,-1,
679,1654076390,20220601-093950,STD_v2_246f284a6c94,,2,GPS,-1,-1,
680,1654076404,20220601-094004,STD_v2_246f284a6c94,,2,GPS,-1,-1,
681,1654076418,20220601-094018,STD_v2_246f284a6c94,,2,GPS,-1,-1,
682,1654076432,20220601-094032,STD_v2_246f284a6c94,,2,GPS,-1,-1,
683,1654076446,20220601-094046,STD_v2_246f284a6c94,,2,GPS,-1,-1,
684,1654076460,20220601-094100,STD_v2_246f284a6c94,,2,GPS,-1,-1,
685,1654076474,20220601-094114,STD_v2_246f284a6c94,,2,GPS,-1,-1,
686,1654076488,20220601-094128,STD_v2_246f284a6c94,,2,GPS,-1,-1,
687,1654076502,20220601-094142,STD_v2_246f284a6c94,,2,GPS,-1,-1,
688,1654076516,20220601-094156,STD_v2_246f284a6c94,,2,GPS,-1,-1,
689,1654076531,20220601-094211,STD_v2_246f284a6c94,,2,GPS,-1,-1,
690,1654076544,20220601-094224,STD_v2_246f284a6c94,,2,GPS,-1,-1,
691,1654076558,20220601-094238,STD_v2_246f284a6c94,,2,GPS,-1,-1,
692,1654076573,20220601-094253,STD_v2_246f284a6c94,,2,GPS,-1,-1,
693,1654076587,20220601-094307,STD_v2_246f284a6c94,,2,GPS,53.250665,-0.544424,
694,1654076735,20220601-094535,STD_v2_246f284a6c94,,2,GPS,-1,-1,
695,1654076749,20220601-094549,STD_v2_246f284a6c94,,2,GPS,-1,-1,
696,1654076763,20220601-094603,STD_v2_246f284a6c94,,2,GPS,53.250593,-0.544537,
697,1654076777,20220601-094617,STD_v2_246f284a6c94,,2,GPS,53.250614,-0.544523,
698,1654076791,20220601-094631,STD_v2_246f284a6c94,,2,GPS,53.250641,-0.544451,
699,1654076805,20220601-094645,STD_v2_246f284a6c94,,2,GPS,53.250640,-0.544464,
700,1654076819,20220601-094659,STD_v2_246f284a6c94,,2,GPS,53.250655,-0.544418,
701,1654076857,20220601-094737,STD_v2_246f284a6c94,,2,GPS,53.250819,-0.544461,
702,1654076897,20220601-094817,STD_v2_246f284a6c94,,2,GPS,53.250815,-0.544466,
703,1654076937,20220601-094857,STD_v2_246f284a6c94,,2,GPS,53.250815,-0.544466,
704,1654076977,20220601-094937,STD_v2_246f284a6c94,,2,GPS,53.250815,-0.544466,
705,1654077017,20220601-095017,STD_v2_246f284a6c94,,2,GPS,53.250815,-0.544466,
706,1654077057,20220601-095057,STD_v2_246f284a6c94,,2,GPS,53.250814,-0.544467,
707,1654077097,20220601-095137,STD_v2_246f284a6c94,,2,GPS,53.250814,-0.544511,
708,1654077137,20220601-095217,STD_v2_246f284a6c94,,2,GPS,53.250819,-0.544524,
709,1654077177,20220601-095257,STD_v2_246f284a6c94,,2,GPS,53.250802,-0.544487,
710,1654077218,20220601-095338,STD_v2_246f284a6c94,,2,GPS,53.250800,-0.544489,
711,1654077257,20220601-095417,STD_v2_246f284a6c94,,2,GPS,53.250803,-0.544484,
712,1654077297,20220601-095457,STD_v2_246f284a6c94,,2,GPS,53.250795,-0.544472,
713,1654077337,20220601-095537,STD_v2_246f284a6c94,,2,GPS,53.250795,-0.544473,
714,1654077377,20220601-095617,STD_v2_246f284a6c94,,2,GPS,53.250795,-0.544473,
715,1654077417,20220601-095657,STD_v2_246f284a6c94,,2,GPS,53.250812,-0.544473,
716,1654077457,20220601-095737,STD_v2_246f284a6c94,,2,GPS,53.250814,-0.544470,
717,1654077497,20220601-095817,STD_v2_246f284a6c94,,2,GPS,53.250814,-0.544468,
718,1654077538,20220601-095858,STD_v2_246f284a6c94,,2,GPS,53.250798,-0.544371,
719,1654077577,20220601-095937,STD_v2_246f284a6c94,,2,GPS,53.250764,-0.544359,
720,1654077617,20220601-100017,STD_v2_246f284a6c94,,2,GPS,53.250762,-0.544360,
721,1654077657,20220601-100057,STD_v2_246f284a6c94,,2,GPS,53.250761,-0.544361,
722,1654077697,20220601-100137,STD_v2_246f284a6c94,,2,GPS,53.250761,-0.544363,
723,1654077737,20220601-100217,STD_v2_246f284a6c94,,2,GPS,53.250741,-0.544385,
724,1654077777,20220601-100257,STD_v2_246f284a6c94,,2,GPS,53.250740,-0.544387,
725,1654077817,20220601-100337,STD_v2_246f284a6c94,,2,GPS,53.250740,-0.544379,
726,1654077858,20220601-100418,STD_v2_246f284a6c94,,2,GPS,53.250745,-0.544361,
727,1654077897,20220601-100457,STD_v2_246f284a6c94,,2,GPS,53.250766,-0.544366,
728,1654077937,20220601-100537,STD_v2_246f284a6c94,,2,GPS,53.250759,-0.544362,
729,1654077977,20220601-100617,STD_v2_246f284a6c94,,2,GPS,53.250767,-0.544365,
730,1654078017,20220601-100657,STD_v2_246f284a6c94,,2,GPS,53.250766,-0.544366,
731,1654078045,20220601-100725,STD_v2_246f284a6c94,unknown,2,CALLED,53.250766,-0.544366,
732,1654078084,20220601-100804,STD_v2_246f284a6c94,,2,GPS,53.250758,-0.544350,
733,1654078125,20220601-100845,STD_v2_246f284a6c94,,2,GPS,53.250758,-0.544350,
734,1654078164,20220601-100924,STD_v2_246f284a6c94,,2,GPS,53.250758,-0.544351,
735,1654078205,20220601-101005,STD_v2_246f284a6c94,,2,GPS,53.250749,-0.544363,
736,1654078244,20220601-101044,STD_v2_246f284a6c94,,2,GPS,53.250749,-0.544363,
737,1654078285,20220601-101125,STD_v2_246f284a6c94,,2,GPS,53.250750,-0.544363,
738,1654078324,20220601-101204,STD_v2_246f284a6c94,,2,GPS,53.250750,-0.544363,
739,1654078364,20220601-101244,STD_v2_246f284a6c94,,2,GPS,53.250750,-0.544363,
740,1654078404,20220601-101324,STD_v2_246f284a6c94,,2,GPS,53.250750,-0.544363,
741,1654078444,20220601-101404,STD_v2_246f284a6c94,,2,GPS,53.250750,-0.544363,
742,1654078484,20220601-101444,STD_v2_246f284a6c94,,2,GPS,53.250645,-0.544429,
743,1654078524,20220601-101524,STD_v2_246f284a6c94,,2,GPS,53.250648,-0.544444,
744,1654078564,20220601-101604,STD_v2_246f284a6c94,,2,GPS,53.250672,-0.544422,
745,1654078604,20220601-101644,STD_v2_246f284a6c94,,2,GPS,53.250678,-0.544405,
746,1654078644,20220601-101724,STD_v2_246f284a6c94,,2,GPS,53.250679,-0.544405,
747,1654078684,20220601-101804,STD_v2_246f284a6c94,,2,GPS,53.250679,-0.544406,
748,1654078724,20220601-101844,STD_v2_246f284a6c94,,2,GPS,53.250679,-0.544406,
749,1654078764,20220601-101924,STD_v2_246f284a6c94,,2,GPS,53.250680,-0.544406,
750,1654078804,20220601-102004,STD_v2_246f284a6c94,,2,GPS,53.250680,-0.544407,
751,1654078844,20220601-102044,STD_v2_246f284a6c94,,2,GPS,53.250680,-0.544407,
752,1654078884,20220601-102124,STD_v2_246f284a6c94,,2,GPS,53.250680,-0.544407,
753,1654079097,20220601-102457,STD_v2_246f284a6c94,,2,GPS,-1,-1,
754,1654079110,20220601-102510,STD_v2_246f284a6c94,,2,GPS,-1,-1,
755,1654079124,20220601-102524,STD_v2_246f284a6c94,,2,GPS,-1,-1,
756,1654079139,20220601-102539,STD_v2_246f284a6c94,,2,GPS,-1,-1,
757,1654079153,20220601-102553,STD_v2_246f284a6c94,,2,GPS,-1,-1,
758,1654079167,20220601-102607,STD_v2_246f284a6c94,,2,GPS,-1,-1,
759,1654079181,20220601-102621,STD_v2_246f284a6c94,,2,GPS,-1,-1,
760,1654079194,20220601-102634,STD_v2_246f284a6c94,,2,GPS,-1,-1,
761,1654079208,20220601-102648,STD_v2_246f284a6c94,,2,GPS,-1,-1,
762,1654079223,20220601-102703,STD_v2_246f284a6c94,,2,GPS,-1,-1,
763,1654079236,20220601-102716,STD_v2_246f284a6c94,,2,GPS,-1,-1,
764,1654079250,20220601-102730,STD_v2_246f284a6c94,,2,GPS,-1,-1,
765,1654079264,20220601-102744,STD_v2_246f284a6c94,,2,GPS,-1,-1,
766,1654079278,20220601-102758,STD_v2_246f284a6c94,,2,GPS,53.250531,-0.544847,
767,1654079319,20220601-102839,STD_v2_246f284a6c94,,2,GPS,53.250481,-0.544525,
768,1654079340,20220601-102900,STD_v2_246f284a6c94,,2,GPS,53.250481,-0.544525,
769,1654079359,20220601-102919,STD_v2_246f284a6c94,,2,GPS,53.250482,-0.544524,
770,1654079379,20220601-102939,STD_v2_246f284a6c94,,2,GPS,53.250484,-0.544521,
771,1654079399,20220601-102959,STD_v2_246f284a6c94,,2,GPS,53.250484,-0.544521,
772,1654079419,20220601-103019,STD_v2_246f284a6c94,,2,GPS,53.250487,-0.544518,
773,1654079439,20220601-103039,STD_v2_246f284a6c94,,2,GPS,53.250495,-0.544510,
774,1654079459,20220601-103059,STD_v2_246f284a6c94,,2,GPS,53.250503,-0.544503,
775,1654079479,20220601-103119,STD_v2_246f284a6c94,,2,GPS,53.250508,-0.544498,
776,1654079499,20220601-103139,STD_v2_246f284a6c94,,2,GPS,53.250515,-0.544492,
777,1654079519,20220601-103159,STD_v2_246f284a6c94,,2,GPS,53.250521,-0.544487,
778,1654079539,20220601-103219,STD_v2_246f284a6c94,,2,GPS,53.250524,-0.544486,
779,1654079559,20220601-103239,STD_v2_246f284a6c94,,2,GPS,53.250528,-0.544482,
780,1654079579,20220601-103259,STD_v2_246f284a6c94,,2,GPS,53.250536,-0.544475,
781,1654079601,20220601-103321,STD_v2_246f284a6c94,,2,GPS,53.250545,-0.544469,
782,1654079639,20220601-103359,STD_v2_246f284a6c94,,2,GPS,53.250559,-0.544469,
783,1654079659,20220601-103419,STD_v2_246f284a6c94,,2,GPS,53.250565,-0.544470,
784,1654079679,20220601-103439,STD_v2_246f284a6c94,,2,GPS,53.250570,-0.544471,
785,1654079699,20220601-103459,STD_v2_246f284a6c94,,2,GPS,53.250571,-0.544480,
786,1654079719,20220601-103519,STD_v2_246f284a6c94,,2,GPS,53.250573,-0.544483,
787,1654079739,20220601-103539,STD_v2_246f284a6c94,,2,GPS,53.250575,-0.544486,
788,1654079764,20220601-103604,STD_v2_246f284a6c94,,2,GPS,53.250578,-0.544486,
789,1654079799,20220601-103639,STD_v2_246f284a6c94,,2,GPS,53.250584,-0.544497,
790,1654079819,20220601-103659,STD_v2_246f284a6c94,,2,GPS,53.250587,-0.544501,
791,1654079839,20220601-103719,STD_v2_246f284a6c94,,2,GPS,53.250591,-0.544505,
792,1654079859,20220601-103739,STD_v2_246f284a6c94,,2,GPS,53.250595,-0.544505,
793,1654079879,20220601-103759,STD_v2_246f284a6c94,,2,GPS,53.250600,-0.544503,
794,1654079899,20220601-103819,STD_v2_246f284a6c94,,2,GPS,53.250605,-0.544503,
795,1654079919,20220601-103839,STD_v2_246f284a6c94,,2,GPS,53.250610,-0.544501,
796,1654079939,20220601-103859,STD_v2_246f284a6c94,,2,GPS,53.250616,-0.544498,
797,1654079959,20220601-103919,STD_v2_246f284a6c94,,2,GPS,53.250620,-0.544498,
798,1654079979,20220601-103939,STD_v2_246f284a6c94,,2,GPS,53.250625,-0.544498,
799,1654079999,20220601-103959,STD_v2_246f284a6c94,,2,GPS,53.250628,-0.544499,
800,1654080019,20220601-104019,STD_v2_246f284a6c94,,2,GPS,53.250630,-0.544501,
801,1654080039,20220601-104039,STD_v2_246f284a6c94,,2,GPS,53.250630,-0.544501,
802,1654080059,20220601-104059,STD_v2_246f284a6c94,,2,GPS,53.250630,-0.544502,
803,1654080079,20220601-104119,STD_v2_246f284a6c94,,2,GPS,53.250630,-0.544502,
804,1654080099,20220601-104139,STD_v2_246f284a6c94,,2,GPS,53.250630,-0.544503,
805,1654080119,20220601-104159,STD_v2_246f284a6c94,,2,GPS,53.250631,-0.544503,
806,1654080139,20220601-104219,STD_v2_246f284a6c94,,2,GPS,53.250632,-0.544502,
807,1654080159,20220601-104239,STD_v2_246f284a6c94,,2,GPS,53.250632,-0.544502,
808,1654080179,20220601-104259,STD_v2_246f284a6c94,,2,GPS,53.250633,-0.544501,
809,1654080199,20220601-104319,STD_v2_246f284a6c94,,2,GPS,53.250634,-0.544500,
810,1654080220,20220601-104340,STD_v2_246f284a6c94,,2,GPS,53.250635,-0.544500,
811,1654080239,20220601-104359,STD_v2_246f284a6c94,,2,GPS,53.250636,-0.544500,
812,1654080259,20220601-104419,STD_v2_246f284a6c94,,2,GPS,53.250636,-0.544500,
813,1654080279,20220601-104439,STD_v2_246f284a6c94,,2,GPS,53.250638,-0.544500,
814,1654080299,20220601-104459,STD_v2_246f284a6c94,,2,GPS,53.250638,-0.544500,
815,1654080319,20220601-104519,STD_v2_246f284a6c94,,2,GPS,53.250638,-0.544502,
816,1654080339,20220601-104539,STD_v2_246f284a6c94,,2,GPS,53.250639,-0.544503,
817,1654080359,20220601-104559,STD_v2_246f284a6c94,,2,GPS,53.250639,-0.544503,
818,1654080379,20220601-104619,STD_v2_246f284a6c94,,2,GPS,53.250640,-0.544504,
819,1654080399,20220601-104639,STD_v2_246f284a6c94,,2,GPS,53.250640,-0.544503,
820,1654080419,20220601-104659,STD_v2_246f284a6c94,,2,GPS,53.250642,-0.544501,
821,1654080439,20220601-104719,STD_v2_246f284a6c94,,2,GPS,53.250643,-0.544501,
822,1654080459,20220601-104739,STD_v2_246f284a6c94,,2,GPS,53.250644,-0.544500,
823,1654080479,20220601-104759,STD_v2_246f284a6c94,,2,GPS,53.250645,-0.544499,
824,1654080499,20220601-104819,STD_v2_246f284a6c94,,2,GPS,53.250646,-0.544498,
825,1654080519,20220601-104839,STD_v2_246f284a6c94,,2,GPS,53.250648,-0.544497,
826,1654080539,20220601-104859,STD_v2_246f284a6c94,,2,GPS,53.250649,-0.544496,
827,1654080559,20220601-104919,STD_v2_246f284a6c94,,2,GPS,53.250651,-0.544496,
828,1654080580,20220601-104940,STD_v2_246f284a6c94,,2,GPS,53.250651,-0.544495,
829,1654080600,20220601-105000,STD_v2_246f284a6c94,,2,GPS,53.250652,-0.544494,
830,1654080619,20220601-105019,STD_v2_246f284a6c94,,2,GPS,53.250653,-0.544494,
831,1654080639,20220601-105039,STD_v2_246f284a6c94,,2,GPS,53.250653,-0.544491,
832,1654080659,20220601-105059,STD_v2_246f284a6c94,,2,GPS,53.250654,-0.544491,
833,1654080679,20220601-105119,STD_v2_246f284a6c94,,2,GPS,53.250655,-0.544491,
834,1654080699,20220601-105139,STD_v2_246f284a6c94,,2,GPS,53.250656,-0.544490,
835,1654080720,20220601-105200,STD_v2_246f284a6c94,,2,GPS,53.250657,-0.544490,
836,1654080739,20220601-105219,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544489,
837,1654080762,20220601-105242,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544488,
838,1654080799,20220601-105319,STD_v2_246f284a6c94,,2,GPS,53.250659,-0.544488,
839,1654080819,20220601-105339,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544489,
840,1654080839,20220601-105359,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544488,
841,1654080859,20220601-105419,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544488,
842,1654080879,20220601-105439,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544487,
843,1654080899,20220601-105459,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544488,
844,1654080919,20220601-105519,STD_v2_246f284a6c94,,2,GPS,53.250658,-0.544488,
845,1654080939,20220601-105539,STD_v2_246f284a6c94,,2,GPS,53.250659,-0.544489,
846,1654080959,20220601-105559,STD_v2_246f284a6c94,,2,GPS,53.250659,-0.544490,
847,1654080979,20220601-105619,STD_v2_246f284a6c94,,2,GPS,53.250660,-0.544489,
848,1654080999,20220601-105639,STD_v2_246f284a6c94,,2,GPS,53.250660,-0.544489,
849,1654081020,20220601-105700,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544491,
850,1654081039,20220601-105719,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544492,
851,1654081059,20220601-105739,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544491,
852,1654081079,20220601-105759,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544492,
853,1654081099,20220601-105819,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544493,
854,1654081119,20220601-105839,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544493,
855,1654081139,20220601-105859,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544494,
856,1654081159,20220601-105919,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544494,
857,1654081179,20220601-105939,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544494,
858,1654081199,20220601-105959,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544495,
859,1654081219,20220601-110019,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544495,
860,1654081239,20220601-110039,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544495,
861,1654081259,20220601-110059,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544496,
862,1654081279,20220601-110119,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544495,
863,1654081299,20220601-110139,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544496,
864,1654081322,20220601-110202,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544496,
865,1654081359,20220601-110239,STD_v2_246f284a6c94,,2,GPS,53.250661,-0.544496,
866,1654081379,20220601-110259,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544496,
867,1654081399,20220601-110319,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544497,
868,1654081419,20220601-110339,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544497,
869,1654081440,20220601-110400,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544497,
870,1654081459,20220601-110419,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544497,
871,1654081479,20220601-110439,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544497,
872,1654081499,20220601-110459,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544496,
873,1654081519,20220601-110519,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544496,
874,1654081539,20220601-110539,STD_v2_246f284a6c94,,2,GPS,53.250662,-0.544496,
875,1654081559,20220601-110559,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544496,
876,1654081582,20220601-110622,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544496,
877,1654081619,20220601-110659,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544496,
878,1654081639,20220601-110719,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544496,
879,1654081662,20220601-110742,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544496,
880,1654081699,20220601-110819,STD_v2_246f284a6c94,,2,GPS,53.250663,-0.544497,
881,1654081719,20220601-110839,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
882,1654081739,20220601-110859,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
883,1654081759,20220601-110919,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
884,1654081779,20220601-110939,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
885,1654081799,20220601-110959,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
886,1654081819,20220601-111019,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
887,1654081839,20220601-111039,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
888,1654081860,20220601-111100,STD_v2_246f284a6c94,,2,GPS,53.250664,-0.544497,
889,1654081879,20220601-111119,STD_v2_246f284a6c94,,2,GPS,53.250665,-0.544498,
